movie_id,movie_title,franchise,release_year,release_date,decade,movie_type,genre,sub_genre,runtime_minutes,rating,language,country,director,producer,composer,lead_actor,lead_actress,animation_type,studio,budget_million_usd,box_office_million_usd,production_cost_million_usd,marketing_cost_million_usd,opening_weekend_million_usd,domestic_box_office_million_usd,international_box_office_million_usd,roi_percent,imdb_rating,rotten_tomatoes_score,metacritic_score,audience_score,cinemas_released,streaming_platform,streaming_release_date,disney_plus_available,awards_won,oscar_nominations,oscar_wins,soundtrack_popularity,number_of_songs,has_post_credit_scene,villain_name,main_character,princess_movie,animal_sidekick,magic_theme,musical,family_friendly,based_on_book,based_on_true_story,remake,sequel,prequel,cinematic_universe,target_age_group,merchandise_sales_million_usd,theme_park_attraction,theme_park_name,video_game_adaptation,mobile_game_available,global_popularity_index,fan_rating,critic_rating,rewatchability_score,cultural_impact_score,social_media_mentions_million,search_popularity,holiday_release,summer_release,streaming_hours_million,home_media_sales_million,inflation_adjusted_box_office_million,profit_million,profit_category,success_category
DIS00494,Cinderella,Cinderella,1990,1990-03-11,1990s,Short Film,Comedy,Superhero,157,PG,English,UK,Andrew Stanton,Roy Conli,Germaine Franco,Robert Downey Jr.,Zendaya,Stop Motion,20th Century Studios,294.2,2802.8,238.5,118.1,360.5,1077.0,1725.8,686.0,8.3,83,88,83,3970,Disney+,1991-01-25,Yes,6,3,2,91,2,No,Yzma,Remy,No,Yes,No,No,Yes,No,No,No,Yes,No,None,Everyone,137.8,No,None,No,No,100.0,8.3,8.3,10.0,10.0,22.15,83,No,No,65.0,384.7,5325.3,2446.2,Massive Profit,Mega Blockbuster
DIS00495,Legend of the Isles 2,Legend of the Isles,1946,1946-11-26,1940s,Disney Channel Original,Action,Sports,99,PG,English,USA,Dean DeBlois,Kevin Feige,Lin-Manuel Miranda,Chris Pratt,Kristen Bell,Stop Motion,Walt Disney Pictures,68.4,152.8,55.5,14.2,14.2,73.2,79.6,119.2,5.5,50,47,45,3047,Disney+ Hotstar,1947-03-24,Yes,0,0,0,51,0,No,Hades,Mirabel,No,No,No,No,Yes,No,No,No,No,Yes,None,Everyone,47.2,No,None,No,No,19.1,5.9,5.0,1.0,1.0,4.58,6,Yes,No,9.3,29.6,458.4,83.1,High Profit,Hit
DIS00496,Cinderella: Secret,Cinderella,1941,1941-04-23,1940s,Pixar,Sci-Fi,Road Trip,145,PG,English,USA,Gary Trousdale,John Lasseter,Germaine Franco,Will Smith,Idina Menzel,3D CGI,Walt Disney Animation Studios,369.8,314.5,280.5,160.7,63.0,196.3,118.2,-28.7,8.4,90,79,96,1379,Disney+,1941-11-05,Yes,0,4,0,70,4,No,Yzma,Rapunzel,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,None,Everyone,86.0,No,None,No,No,36.6,8.6,8.7,2.8,4.5,13.4,25,No,No,26.9,62.6,982.8,-126.7,Loss,Flop
DIS00497,Adventures of the Realm,Standalone,1969,1969-05-06,1960s,Short Film,Family,Mystery,69,PG,English,USA,John Musker,Kevin Feige,Hans Zimmer,Chris Pratt,Auli'i Cravalho,3D CGI,Marvel Studios,391.2,921.4,369.6,171.7,141.5,526.5,394.9,70.2,6.3,53,57,52,624,Theatrical Only,,No,1,2,1,40,0,Yes,Chernabog,Mike Wazowski,No,No,No,No,Yes,Yes,No,No,No,No,Marvel Cinematic Universe,Everyone,91.3,No,None,No,No,46.2,6.2,5.4,5.2,5.2,12.82,38,No,No,0.0,120.1,2234.4,380.1,Medium Profit,Hit
DIS00498,Bambi,Bambi,1988,1988-11-14,1980s,Short Film,Family,Coming of Age,166,PG,Hindi,USA,Lee Unkrich,Osnat Shurer,Alan Menken,Ryan Reynolds,Zoe Saldana,2D,Walt Disney Pictures,239.9,1442.4,186.7,92.4,56.3,434.8,1007.6,416.8,4.9,49,38,42,755,Disney+,1989-07-31,Yes,0,0,0,27,4,No,Dr. Facilier,Aurora,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,None,Teen,118.9,Yes,Disney's Animal Kingdom,Yes,No,70.4,5.1,4.9,9.0,7.8,3.95,88,Yes,No,38.9,110.4,2812.7,1163.3,Massive Profit,Blockbuster
DIS00499,Zootopia: Awakens,Zootopia,2005,2005-08-13,2000s,Animated,Adventure,Buddy Comedy,103,PG,Hindi,Japan,Marc Webb,Kathleen Kennedy,Patrick Doyle,Will Smith,Emma Stone,3D CGI,Disney Channel Productions,165.0,208.9,152.8,37.2,9.5,65.7,143.2,9.9,8.5,90,71,89,2115,Disney+,2006-06-15,Yes,1,1,0,63,0,No,Mother Gothel,Winnie the Pooh,No,No,No,No,Yes,No,No,No,Yes,No,None,Everyone,51.2,No,None,No,No,36.3,8.4,9.6,4.3,3.0,7.53,43,No,Yes,43.3,21.3,318.6,18.9,Low Profit,Average
DIS00500,Cruella,Cruella,1950,1950-07-18,1950s,Remake,Musical,Mystery,153,PG,Hindi,USA,Jennifer Lee,Roy Conli,Christophe Beck,Dwayne Johnson,Halle Bailey,3D CGI,Disney Channel Productions,324.0,1088.7,258.0,144.6,169.7,494.9,593.8,170.4,7.1,69,73,70,765,DisneyNOW,1951-03-03,No,0,0,0,67,12,Yes,Maleficent,Mulan,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,None,Everyone,207.4,No,None,Yes,Yes,63.8,7.3,7.1,7.1,5.9,18.51,64,No,Yes,0.0,120.8,3157.2,686.1,Massive Profit,Hit
DIS00501,The Enchanted Stardust: Origins,The Enchanted Stardust,1977,1977-01-24,1970s,Short Film,Action,Sports,114,PG,English,Japan,Rich Moore,John Lasseter,Christophe Beck,Dwayne Johnson,Sofia Carson,3D CGI,Marvel Studios,71.5,357.8,67.4,26.5,46.6,137.9,219.9,281.0,8.2,74,81,74,2129,Disney+,1977-07-27,Yes,2,2,1,100,14,Yes,Jafar,Mal,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Marvel Cinematic Universe,Family,146.3,No,None,No,No,46.8,8.2,7.1,4.2,5.8,10.16,49,No,No,49.7,56.9,796.1,263.9,Massive Profit,Blockbuster
DIS00502,Legend of the Sea 3,Legend of the Sea,1972,1972-04-11,1970s,Animated,Fantasy,Superhero,173,G,Hindi,Japan,Nathan Greno,Roy Conli,Hans Zimmer,Robert Downey Jr.,Idina Menzel,2D,Lucasfilm,169.8,83.2,153.1,55.2,4.1,31.8,51.4,-60.1,8.0,82,75,76,4014,Disney+,1973-05-03,Yes,3,1,0,49,1,Yes,Jafar,Judy Hopps,No,No,Yes,No,Yes,Yes,No,No,No,No,None,Kids,22.8,No,None,No,No,23.1,8.1,8.1,1.0,2.8,6.86,21,No,No,18.1,13.2,195.5,-125.1,Loss,Flop
DIS00503,Beauty and the Beast 2,Beauty and the Beast,2019,2019-08-17,2010s,Pixar,Animation,Time Travel,185,G,English,USA,Jon Favreau,Kevin Feige,Thomas Newman,Chris Evans,Zoe Saldana,2D,Pixar Animation Studios,436.1,1085.2,382.8,186.9,55.9,443.2,642.0,90.5,6.3,53,59,53,3646,Disney+,2020-06-19,Yes,1,2,1,53,2,No,Maleficent,Carl Fredricksen,No,No,Yes,No,Yes,No,No,No,No,No,None,Teen,185.0,No,None,No,No,59.1,6.2,5.7,4.3,7.3,12.36,77,No,Yes,60.7,81.0,1275.1,515.5,High Profit,Hit
DIS00504,Winnie the Pooh,Standalone,1994,1994-02-06,1990s,Disney Channel Original,Sci-Fi,Heist,69,PG,English,Canada,Gary Trousdale,Jonas Rivera,Christophe Beck,Robert Downey Jr.,Emma Stone,Hybrid,Walt Disney Animation Studios,33.0,47.2,30.8,9.2,3.4,27.9,19.3,18.0,8.7,88,91,100,2649,Theatrical Only,,No,3,2,0,68,4,No,Hans,Ariel,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,None,Kids,25.0,No,None,No,No,26.2,8.6,8.5,1.9,1.8,6.23,19,No,No,0.0,6.8,85.0,7.2,Low Profit,Average
DIS00505,The Parent Trap,The Parent Trap,2012,2012-08-11,2010s,Disney Channel Original,Action,Fairy Tale,107,G,English,UK,Lee Unkrich,Yvett Merino,Germaine Franco,Ewan McGregor,Zoe Saldana,Hybrid,Disney Channel Productions,285.3,282.1,217.8,75.0,51.3,153.8,128.3,-3.7,6.1,61,34,68,3790,DisneyNOW,2013-03-11,No,0,0,0,69,12,No,Maleficent,Riley,No,Yes,Yes,Yes,Yes,No,No,No,No,No,None,Kids,57.2,No,None,No,No,28.5,6.7,6.0,3.3,2.7,10.07,27,No,Yes,0.0,52.6,380.8,-10.7,Loss,Average
DIS00506,The Magic Wonders 3,The Magic Wonders,1992,1992-05-22,1990s,Short Film,Family,Holiday,178,G,English,USA,Kirk Wise,Jared Bush,Germaine Franco,Robert Downey Jr.,Sofia Carson,2D,Disney Channel Productions,105.0,123.6,81.0,37.5,9.1,58.4,65.2,4.3,6.1,45,51,51,865,Disney+,1993-05-10,Yes,2,0,0,91,2,Yes,Captain Hook,Aurora,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,None,Kids,31.7,No,None,No,No,24.4,5.8,4.7,1.5,2.6,3.97,27,No,No,13.6,21.5,228.7,5.1,Low Profit,Average
DIS00507,Star Wars,Star Wars,1941,1941-09-18,1940s,Live Action,Sci-Fi,Buddy Comedy,95,G,English,India,Rich Moore,Osnat Shurer,Hans Zimmer,Josh Gad,Zoe Saldana,None,Marvel Studios,103.0,345.1,83.3,43.4,32.1,130.0,215.1,172.4,8.0,89,83,82,1008,Disney+,1942-04-07,Yes,4,3,1,70,2,Yes,Hades,Belle,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Marvel Cinematic Universe,Kids,91.4,No,None,No,No,34.8,7.9,8.1,4.0,4.5,8.85,46,No,No,22.7,18.0,1078.4,218.4,Massive Profit,Hit
DIS00508,101 Dalmatians,101 Dalmatians,1978,1978-12-19,1970s,Disney Channel Original,Animation,Fairy Tale,77,PG-13,English,Japan,Brad Bird,Jonas Rivera,Thomas Newman,Robert Downey Jr.,Lily James,2D,Walt Disney Pictures,408.5,786.1,356.0,133.6,51.9,296.8,489.3,60.6,6.1,53,47,72,3806,Theatrical Only,,No,0,0,0,55,14,No,None,Belle,Yes,No,Yes,Yes,No,No,No,No,Yes,No,None,Teen,58.1,No,None,No,No,46.8,6.1,5.2,5.6,5.1,5.69,51,Yes,No,0.0,64.1,1729.4,296.5,Medium Profit,Average
DIS00509,Tale of Stardust: Untold Story,Tale of Stardust,1997,1997-06-22,1990s,Disney Channel Original,Action,Sports,69,PG-13,English,USA,Lee Unkrich,Peter Del Vecho,Hans Zimmer,Johnny Depp,Kristen Bell,2D,Pixar Animation Studios,165.9,275.9,154.7,64.8,33.2,104.2,171.7,25.7,7.1,55,55,67,2241,Disney+,1997-09-14,Yes,2,2,2,44,0,No,Captain Hook,Cinderella,Yes,No,No,No,No,No,No,No,No,No,None,Teen,80.1,No,None,No,No,34.2,7.6,5.5,4.0,3.4,13.38,48,No,Yes,28.0,21.1,475.9,56.4,Medium Profit,Average
DIS00510,Legend of the North: Return,Legend of the North,2025,2025-11-07,2020s,Remake,Animation,Road Trip,169,G,English,Japan,John Musker,Yvett Merino,Christophe Beck,Robert Downey Jr.,Idina Menzel,None,Marvel Studios,332.5,394.5,314.0,72.8,82.9,240.3,154.2,2.0,6.7,81,63,69,4087,Disney+,2026-05-12,Yes,0,0,0,96,14,Yes,Maleficent,Stitch,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Marvel Cinematic Universe,Teen,70.7,No,None,No,No,33.8,7.0,8.3,2.5,3.2,7.14,45,Yes,No,34.2,69.7,404.4,7.7,Low Profit,Average
DIS00511,Descendants,Descendants,1972,1972-04-08,1970s,Live Action,Musical,Superhero,87,PG,English,UK,Byron Howard,Kevin Feige,James Newton Howard,Ryan Reynolds,Halle Bailey,None,Pixar Animation Studios,148.5,206.3,126.4,46.9,12.2,96.8,109.5,19.0,7.9,91,75,78,2055,Disney+,1972-12-09,Yes,2,1,0,57,5,No,None,Hercules,No,No,Yes,Yes,Yes,No,Yes,No,No,No,None,Everyone,98.0,No,None,No,No,40.9,7.5,8.5,4.6,5.6,13.93,42,No,No,33.7,30.5,484.8,33.0,Low Profit,Average
DIS00512,Spirit of the Realm (Remake),Standalone,1973,1973-06-21,1970s,Animated,Family,Fairy Tale,163,PG-13,English,USA,Rob Marshall,John Lasseter,Germaine Franco,Jason Segel,Emma Stone,Stop Motion,Walt Disney Pictures,164.6,67.9,145.9,36.5,5.3,35.2,32.7,-62.8,6.1,52,63,64,4148,Theatrical Only,,No,0,0,0,48,5,No,Shan Yu,Nemo,No,Yes,No,Yes,No,No,No,No,No,No,None,Everyone,13.9,No,None,No,No,17.3,5.9,6.1,2.2,1.3,4.72,21,No,Yes,0.0,12.6,157.9,-114.5,Loss,Flop
DIS00513,Hercules (Remake),Hercules,1992,1992-11-02,1990s,Short Film,Sci-Fi,Heist,169,PG,English,UK,Andrew Stanton,Jonas Rivera,Patrick Doyle,Chris Pratt,Kristen Bell,3D CGI,Disneytoon Studios,282.6,1376.9,227.7,80.2,183.8,783.6,593.3,347.2,7.3,68,82,78,4280,Theatrical Only,,No,1,1,0,91,15,No,Scar,Ralph,No,Yes,No,Yes,Yes,No,No,No,Yes,No,None,Everyone,143.9,No,None,No,No,64.2,7.1,6.7,5.9,5.8,25.66,80,Yes,No,0.0,82.0,2547.3,1069.0,Massive Profit,Blockbuster
DIS00514,Legend of the Forest,Legend of the Forest,2025,2025-01-01,2020s,Disney Channel Original,Sci-Fi,Road Trip,152,PG-13,English,USA,Jon Favreau,Yvett Merino,James Newton Howard,Tom Holland,Zoe Saldana,3D CGI,Disney Channel Productions,169.5,1619.4,144.4,54.6,118.7,610.5,1008.9,713.8,8.8,95,81,83,1308,Theatrical Only,,No,5,1,1,73,4,Yes,Judge Frollo,Mulan,Yes,No,No,Yes,No,No,No,No,Yes,No,None,Kids,172.5,No,None,Yes,Yes,78.3,8.7,9.2,8.8,8.9,12.78,68,No,No,0.0,290.5,1659.9,1420.4,Massive Profit,Mega Blockbuster
DIS00515,Kingdom of the North (Remake),Kingdom of the North,1951,1951-05-21,1950s,Disney Channel Original,Fantasy,Coming of Age,182,G,English,Canada,Marc Webb,Jared Bush,Michael Giacchino,Robert Downey Jr.,Sofia Carson,Hybrid,Marvel Studios,303.6,2099.9,260.9,107.0,276.2,882.5,1217.4,470.8,7.2,54,61,68,2746,Disney+,1952-05-10,Yes,1,0,0,37,1,Yes,Cruella de Vil,Remy,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Marvel Cinematic Universe,Everyone,286.2,Yes,Disneyland,No,No,82.7,6.9,5.6,7.9,8.8,16.18,72,No,No,46.2,366.5,6037.2,1732.0,Massive Profit,Blockbuster
DIS00516,Legend of the Realm: Origins,Legend of the Realm,1944,1944-04-19,1940s,Disney Channel Original,Action,Road Trip,127,PG,English,USA,Jennifer Lee,Kathleen Kennedy,Hans Zimmer,Tom Holland,Lily James,3D CGI,Walt Disney Animation Studios,349.3,500.4,331.1,85.5,45.7,299.4,201.0,20.1,5.2,35,41,45,2270,Disney+ Hotstar,1945-05-11,Yes,0,0,0,49,1,No,None,Judy Hopps,No,No,No,No,Yes,No,No,No,Yes,No,None,Kids,102.2,No,None,No,No,33.5,4.5,3.4,3.3,3.0,3.08,48,No,No,13.6,31.5,1526.2,83.8,Low Profit,Average
DIS00517,Legend of the Realm 2,Legend of the Realm,1960,1960-07-25,1960s,Disney Channel Original,Action,Road Trip,181,PG,English,USA,Craig Gillespie,John Lasseter,Lin-Manuel Miranda,Jason Segel,Emma Watson,Hybrid,20th Century Studios,401.0,1427.2,328.4,158.9,148.3,588.1,839.1,192.9,5.3,30,33,45,3570,Disney+,1961-05-24,Yes,0,0,0,23,0,No,Jafar,Hercules,No,No,No,No,Yes,No,No,No,Yes,No,None,Kids,231.6,No,None,Yes,No,70.0,4.9,2.8,7.1,6.8,5.09,56,No,Yes,60.7,278.2,3782.1,939.9,Massive Profit,Hit
DIS00518,The Princess and the Frog,The Princess and the Frog,1952,1952-02-05,1950s,Live Action,Romance,Fairy Tale,165,G,English,Canada,Jennifer Lee,Kevin Feige,Michael Giacchino,Ewan McGregor,Zendaya,None,Walt Disney Pictures,266.7,2720.0,249.3,98.3,220.7,932.7,1787.3,682.5,4.3,32,25,41,1768,Disney+,1953-01-17,Yes,0,0,0,25,0,No,Chernabog,Woody,No,No,No,No,Yes,Yes,No,No,No,Yes,None,Kids,142.4,Yes,EPCOT,Yes,No,100.0,4.1,3.0,10.0,9.0,20.67,98,No,No,90.0,383.0,7752.0,2372.4,Massive Profit,Mega Blockbuster
DIS00519,Treasure Planet: Adventure,Treasure Planet,1963,1963-06-19,1960s,Pixar,Drama,Fairy Tale,132,PG,Multiple,USA,Lee Unkrich,Peter Del Vecho,Alan Menken,Idris Elba,Halle Bailey,Hybrid,Walt Disney Pictures,304.1,632.3,240.3,71.5,76.8,396.8,235.5,102.8,7.4,82,60,80,3079,Disney+ Hotstar,1964-06-29,Yes,0,0,0,30,0,No,Hans,Mike Wazowski,No,No,Yes,No,Yes,No,No,No,No,No,None,Family,82.4,No,None,No,No,49.3,7.7,8.0,5.0,4.7,8.04,66,No,Yes,31.0,95.6,1628.2,320.5,High Profit,Hit
DIS00520,Kingdom of Wonders 4,Kingdom of Wonders,1940,1940-03-14,1940s,Live Action,Animation,Superhero,85,G,Japanese,USA,Byron Howard,Roy Conli,Patrick Doyle,Will Smith,Auli'i Cravalho,None,Disneytoon Studios,222.4,723.7,167.5,74.1,48.7,343.2,380.5,199.5,6.0,55,53,50,2974,Disney+,1940-12-08,Yes,0,0,0,66,14,No,Judge Frollo,Aladdin,No,No,Yes,Yes,Yes,No,No,No,No,Yes,None,Teen,148.1,No,None,No,No,45.6,5.9,5.0,4.5,5.4,8.32,46,No,No,31.8,96.4,2279.7,482.1,Massive Profit,Hit
DIS00521,The Jungle Book,The Jungle Book,1947,1947-05-22,1940s,Pixar,Action,Fairy Tale,144,PG,English,UK,John Musker,John Lasseter,Patrick Doyle,Will Smith,Kristen Bell,Stop Motion,Marvel Studios,213.3,498.4,201.6,73.6,84.9,278.3,220.1,81.1,8.2,70,77,83,4290,DisneyNOW,1947-12-30,No,3,2,0,57,1,Yes,Hades,WALL-E,No,Yes,No,No,Yes,No,No,No,No,No,Marvel Cinematic Universe,Family,44.0,No,None,No,No,45.1,7.8,7.7,5.6,3.6,9.17,48,No,No,0.0,95.7,1482.7,223.2,High Profit,Hit
DIS00522,Freaky Friday: Untold Story,Freaky Friday,1982,1982-08-22,1980s,Disney Channel Original,Action,Coming of Age,150,PG-13,English,UK,Jennifer Lee,Jason Owen,Hans Zimmer,Robert Downey Jr.,Anne Hathaway,Hybrid,Pixar Animation Studios,275.6,988.5,261.7,106.4,80.9,343.3,645.2,168.5,8.3,86,92,93,883,Disney+,1983-01-01,Yes,2,0,0,16,1,No,Ursula,Bob Parr,No,No,No,No,No,No,No,No,Yes,No,None,Teen,159.3,No,None,No,No,69.4,8.2,8.4,8.3,7.7,10.49,76,No,Yes,78.6,178.2,2075.8,620.4,Massive Profit,Hit
DIS00523,Descendants: Chronicles,Descendants,2017,2017-04-23,2010s,Live Action,Comedy,Road Trip,172,G,English,USA,Ron Clements,Kathleen Kennedy,Hans Zimmer,Dwayne Johnson,Anne Hathaway,None,Lucasfilm,134.4,537.5,104.3,50.4,53.7,250.2,287.3,247.4,7.1,49,58,67,1796,Disney+ Hotstar,2017-10-13,Yes,2,2,1,47,0,No,None,Ariel,Yes,Yes,No,No,Yes,No,No,No,No,No,None,Teen,102.9,No,None,No,No,33.0,7.3,5.4,2.6,3.0,2.3,20,No,No,18.1,84.9,658.4,382.8,Massive Profit,Hit
DIS00524,Teen Beach: Adventure,Teen Beach,2021,2021-11-16,2020s,Remake,Musical,Time Travel,181,G,English,Canada,Ron Clements,John Lasseter,Christophe Beck,Jason Segel,Zoe Saldana,None,Disney Channel Productions,11.5,12.7,10.1,4.9,2.5,8.0,4.7,-15.3,6.0,40,52,45,3401,Disney+,2022-07-04,Yes,0,0,0,66,5,No,Gaston,Mirabel,No,Yes,No,Yes,Yes,No,No,Yes,No,No,None,Kids,24.4,No,None,No,No,23.3,6.0,4.1,1.9,2.4,7.12,32,Yes,No,27.0,1.5,14.3,-2.3,Loss,Average
DIS00525,Legend of the Forest,Standalone,2027,2027-06-11,2020s,Live Action,Action,Time Travel,85,PG,English,Canada,Lee Unkrich,Roy Conli,Lin-Manuel Miranda,Jason Segel,Lily James,None,Walt Disney Pictures,80.6,166.0,76.0,25.2,15.0,79.4,86.6,64.0,6.1,43,48,62,0,Theatrical Only,,No,0,0,0,74,13,No,Dr. Facilier,Mike Wazowski,No,No,No,Yes,Yes,No,No,No,No,No,None,Everyone,56.1,No,None,No,No,23.0,6.1,4.0,1.9,1.8,4.62,17,No,Yes,0.0,27.1,166.0,64.8,Medium Profit,Hit
DIS00526,The Princess and the Frog 2,Standalone,2020,2020-05-27,2020s,Remake,Musical,Road Trip,169,PG-13,English,USA,Andrew Stanton,Kathleen Kennedy,Thomas Newman,Chris Pratt,Angelina Jolie,None,Pixar Animation Studios,412.0,733.4,316.4,90.9,100.3,385.3,348.1,80.1,7.0,65,68,73,4286,Disney+ Hotstar,2020-09-03,Yes,2,1,0,52,6,No,Ursula,Miguel,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,None,Kids,161.4,No,None,No,No,50.5,7.2,6.5,4.7,4.2,17.21,53,No,No,17.4,138.3,843.4,326.1,High Profit,Average
DIS00527,Tarzan 4,Tarzan,1953,1953-08-07,1950s,Live Action,Romance,Coming of Age,62,G,English,India,Jon Favreau,Jared Bush,Patrick Doyle,Jason Segel,Idina Menzel,None,20th Century Studios,349.5,202.0,285.3,136.2,16.1,71.0,131.0,-52.1,6.7,55,67,58,2633,Disney+,1954-03-12,Yes,0,0,0,68,15,No,Jafar,Remy,No,Yes,Yes,Yes,Yes,No,No,No,No,No,None,Kids,19.0,No,None,No,No,21.5,6.6,4.8,1.7,1.7,2.67,21,No,Yes,18.6,32.3,570.7,-219.5,Loss,Flop
DIS00528,The Muppets,The Muppets,1945,1945-05-12,1940s,Remake,Comedy,Coming of Age,68,PG,Spanish,Canada,Lee Unkrich,Jason Owen,James Newton Howard,Chris Evans,Auli'i Cravalho,None,20th Century Studios,78.6,807.3,60.2,25.8,57.2,449.3,358.0,838.7,8.6,87,92,82,626,Theatrical Only,,No,3,1,0,64,14,No,Cruella de Vil,Pocahontas,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,None,Kids,70.7,No,None,Yes,Yes,55.1,8.3,9.0,6.9,6.5,3.83,36,No,No,0.0,85.7,2442.1,721.3,Massive Profit,Mega Blockbuster
DIS00529,The Princess and the Frog 4,The Princess and the Frog,1981,1981-11-22,1980s,Pixar,Fantasy,Sports,150,PG,English,India,Ron Clements,John Lasseter,Christophe Beck,Tom Holland,Angelina Jolie,3D CGI,Pixar Animation Studios,423.4,535.4,397.9,173.6,60.9,288.6,246.8,-6.3,5.9,56,45,53,1747,Disney+,1982-04-22,Yes,0,0,0,70,2,No,None,Hiro,No,Yes,Yes,No,Yes,No,No,No,Yes,No,None,Teen,65.8,No,None,No,No,34.9,5.9,5.0,3.4,4.0,9.47,43,Yes,No,18.1,84.3,1137.7,-36.1,Loss,Average
DIS00530,Bambi: Beyond,Bambi,1943,1943-08-27,1940s,Animated,Romance,Mystery,138,G,English,USA,Nathan Greno,Roy Conli,Germaine Franco,Chris Evans,Angelina Jolie,2D,20th Century Studios,97.7,476.2,92.0,27.5,50.9,157.9,318.3,298.5,6.1,48,67,64,2868,Disney+,1944-01-17,Yes,0,0,0,60,7,No,Yzma,Ariel,Yes,Yes,No,Yes,Yes,No,No,No,No,No,None,Kids,106.7,No,None,No,No,35.4,6.3,5.1,3.6,3.5,8.1,29,No,Yes,19.6,84.5,1464.3,356.7,Massive Profit,Blockbuster
DIS00531,Snow White,Snow White,1975,1975-11-19,1970s,Pixar,Fantasy,Mystery,124,PG,English,India,Pete Docter,Kathleen Kennedy,Patrick Doyle,Idris Elba,Idina Menzel,Hybrid,Pixar Animation Studios,275.8,1449.2,219.0,61.4,167.5,642.7,806.5,416.8,7.7,79,70,76,1524,Theatrical Only,,No,0,0,0,84,12,No,Maleficent,Aurora,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,None,Teen,191.4,No,None,Yes,Yes,75.6,7.8,8.1,8.2,7.1,8.49,79,Yes,No,0.0,269.3,3296.9,1168.8,Massive Profit,Blockbuster
DIS00532,Tale of the Isles,Tale of the Isles,2011,2011-03-13,2010s,Disney Channel Original,Family,Road Trip,109,PG,Hindi,UK,Jennifer Lee,Osnat Shurer,Germaine Franco,Dwayne Johnson,Idina Menzel,Stop Motion,Disney Channel Productions,118.5,730.2,108.7,28.8,117.3,395.4,334.8,431.1,7.7,78,71,82,3883,Disney+,2011-06-07,Yes,1,0,0,50,10,No,Captain Hook,Cinderella,Yes,Yes,No,Yes,Yes,No,No,No,No,No,None,Family,97.5,No,None,No,No,51.4,7.6,7.8,4.9,6.1,14.38,56,No,No,59.5,144.7,1004.0,592.7,Massive Profit,Blockbuster
DIS00533,Spirit of Wonders 2,Spirit of Wonders,2007,2007-09-16,2000s,Live Action,Action,Mystery,166,PG,Hindi,USA,Pete Docter,Osnat Shurer,Thomas Newman,Tom Holland,Emma Stone,None,20th Century Studios,364.3,2687.4,326.5,151.3,290.6,1643.8,1043.6,462.5,7.1,56,53,69,846,Disney+ Hotstar,2008-01-23,Yes,0,0,0,45,0,No,Gaston,Riley,No,No,No,No,Yes,Yes,No,No,No,No,None,Everyone,345.2,Yes,Tokyo Disneyland,Yes,Yes,100.0,7.3,6.5,8.3,9.6,34.18,96,No,No,103.4,279.8,3963.9,2209.6,Massive Profit,Mega Blockbuster
DIS00534,Legend of Stardust 2,Legend of Stardust,1955,1955-06-23,1950s,Animated,Animation,Fairy Tale,180,G,English,USA,Rob Marshall,Yvett Merino,Lin-Manuel Miranda,Ewan McGregor,Sofia Carson,2D,Disney Channel Productions,49.1,79.1,45.8,12.8,5.3,34.8,44.3,35.0,5.1,36,43,43,3968,Disney+,1956-03-29,Yes,0,0,0,39,5,No,Mother Gothel,Rapunzel,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,None,Kids,22.5,No,None,No,No,14.8,5.3,4.2,1.0,2.8,4.53,16,No,Yes,9.9,12.2,219.5,20.5,Medium Profit,Average
DIS00535,Adventures of the Sea: Kingdom,Standalone,1989,1989-07-10,1980s,Short Film,Drama,Fairy Tale,154,G,French,UK,Lee Unkrich,Jared Bush,Randy Newman,Josh Gad,Sofia Carson,2D,Walt Disney Pictures,343.1,2362.5,293.6,144.1,328.0,1318.9,1043.6,439.8,7.3,70,70,76,3021,Disney+,1989-10-17,Yes,4,2,2,52,2,No,Gaston,Merida,Yes,Yes,No,No,Yes,No,No,No,No,No,None,Kids,85.2,Yes,Disney's Hollywood Studios,Yes,Yes,99.4,7.5,7.0,10.0,10.0,30.19,100,No,Yes,114.5,319.5,4547.8,1924.8,Massive Profit,Blockbuster
DIS00536,The Chronicles of Narnia 3,The Chronicles of Narnia,1958,1958-12-09,1950s,Disney Channel Original,Animation,Road Trip,77,PG-13,Hindi,Japan,Jon Favreau,Roy Conli,Randy Newman,Tom Holland,Emma Watson,Hybrid,Disney Channel Productions,72.9,168.0,56.5,26.8,12.4,72.8,95.2,101.7,7.4,83,74,84,3848,Disney+,1959-09-03,Yes,2,1,0,51,7,No,Cruella de Vil,Merida,Yes,No,Yes,Yes,No,No,Yes,No,No,No,None,Teen,78.3,No,None,No,No,40.7,7.8,8.9,4.8,2.4,3.08,43,Yes,No,26.8,9.1,453.6,84.7,High Profit,Hit
